ChainId,Sender,Txhash,Coins,FirstSeen,Completed
stargaze-1,stars1eyahp7v3e69gd64dc0hkfpa8hg3xqjhh0qk28y,e59bdfcaffd5ff6e3113cb6ae4e28a481603a39f007a7789b702ca9c8c14c4cd,"[ustars,{1374415880480}]",2023-06-13 21:27:06.563483964 +0000 UTC,null
