Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick16jevef9gx84h0snmt8l783cnzqrh6vz7cpr5vt,468901045uqck,25299187uqck,364700813uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick16jehm4q4mtsz84e7qra6tm82yqw59ecejsww3w,5439252126uqck,,4468089419uqck,1718496000,1671195600,"{length: 7729200, amount: 906542019uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2592000, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2592000, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2592000, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2592000, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2505600, amount: 302180673uqck}; {length: 2678400, amount: 302180673uqck}; {length: 2592000, amount: 302180673uqck}; {length: 2678400, amount: 302180685uqck}"
Periodic,quick16jaw8jhlqwuw8zhnz29lspjek2tlg33ardvy60,14329615945uqck,,9540000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2388269322uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2592000, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2592000, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2592000, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2592000, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2505600, amount: 796089774uqck}; {length: 2678400, amount: 796089774uqck}; {length: 2592000, amount: 796089774uqck}; {length: 2678400, amount: 796089787uqck}"
Periodic,quick16nxug0vv5trhggr0wvzjxqdukfdhzzd600wpnq,6086335568uqck,,4735000001uqck,1718496000,1671195600,"{length: 7729200, amount: 1014389259uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2592000, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2592000, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2592000, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2592000, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2505600, amount: 338129753uqck}; {length: 2678400, amount: 338129753uqck}; {length: 2592000, amount: 338129753uqck}; {length: 2678400, amount: 338129767uqck}"
Periodic,quick16na5gpcj80tafv5gycm4gk7garj8jjsg0fmyzq,160642570281uqck,157429719uqck,160642570281uqck,1765843200,1671195600,"{length: 15678000, amount: 26773761713uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2505600, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2419200, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293618uqck}; {length: 2678400, amount: 4462293618uqck}; {length: 2592000, amount: 4462293646uqck}"
Periodic,quick165c3w3456zvc3xrc4p2m0jya8n0aqekenlrq2n,7427392558uqck,1139120uqck,5776860881uqck,1718496000,1671195600,"{length: 7729200, amount: 1237898757uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2592000, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2592000, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2592000, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2592000, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2505600, amount: 412632920uqck}; {length: 2678400, amount: 412632920uqck}; {length: 2592000, amount: 412632920uqck}; {length: 2678400, amount: 412632921uqck}"
Periodic,quick164zx5vv7205xzg0mj9zagwdx2wsh4tpdn4fmzg,1406703136uqck,,,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick164kd2jgy4evt0zrl8z8nd3hspp777v8s290hnz,13044827081uqck,81988732uqck,10949177927uqck,1718496000,1671195600,"{length: 7729200, amount: 2174137845uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2592000, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2592000, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2592000, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2592000, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2505600, amount: 724712615uqck}; {length: 2678400, amount: 724712615uqck}; {length: 2592000, amount: 724712615uqck}; {length: 2678400, amount: 724712626uqck}"
Periodic,quick16kgz4s24lfrr02u4dulhz603ltuy0jcyzjsjqr,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick16kukrm8l8p0gqhj8xu07nr7cuzzx2a2kv7d9wp,8008829854uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1334804973uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2592000, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2592000, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2592000, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2592000, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2505600, amount: 444934992uqck}; {length: 2678400, amount: 444934992uqck}; {length: 2592000, amount: 444934992uqck}; {length: 2678400, amount: 444934993uqck}"
Periodic,quick16h5xxd62uy6xa3catp6aj0mc8dqz7t4mduav09,8487108920uqck,,5655000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1414518153uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2592000, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2592000, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2592000, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2592000, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2505600, amount: 471506051uqck}; {length: 2678400, amount: 471506051uqck}; {length: 2592000, amount: 471506051uqck}; {length: 2678400, amount: 471506053uqck}"
Periodic,quick16h5274d9prx6ednkg8rlhy44uxjzh3hhgdux3e,1078472404uqck,,1078000000uqck,1718496000,1671195600,"{length: 7729200, amount: 179745399uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2592000, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2592000, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2592000, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2592000, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2505600, amount: 59915133uqck}; {length: 2678400, amount: 59915133uqck}; {length: 2592000, amount: 59915133uqck}; {length: 2678400, amount: 59915143uqck}"
Periodic,quick16cu23zhxefu7avp8fjp57u4uzk2935a5dsqrpw,5429874105uqck,,3900000000uqck,1718496000,1671195600,"{length: 7729200, amount: 904979016uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2592000, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2592000, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2592000, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2592000, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2505600, amount: 301659672uqck}; {length: 2678400, amount: 301659672uqck}; {length: 2592000, amount: 301659672uqck}; {length: 2678400, amount: 301659681uqck}"
Periodic,quick16mzy9yygqwqfm0qvngalxsv9yn0pvmqep9zny5,5964421296uqck,,5064421297uqck,1718496000,1671195600,"{length: 7729200, amount: 994070214uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2592000, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2592000, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2592000, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2592000, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2505600, amount: 331356738uqck}; {length: 2678400, amount: 331356738uqck}; {length: 2592000, amount: 331356738uqck}; {length: 2678400, amount: 331356750uqck}"
Periodic,quick16m056fapjsjm92qry8fl7c2hxnk0tashr47244,2888430439uqck,,2850000000uqck,1718496000,1671195600,"{length: 7729200, amount: 481405071uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2592000, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2592000, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2592000, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2592000, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2505600, amount: 160468357uqck}; {length: 2678400, amount: 160468357uqck}; {length: 2592000, amount: 160468357uqck}; {length: 2678400, amount: 160468370uqck}"
Periodic,quick16a6ch5x3ncjk4lrnk0hnh78j6zxzh4c245ufh0,13757556670uqck,,10500000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2292926109uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2592000, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2592000, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2592000, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2592000, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2505600, amount: 764308704uqck}; {length: 2678400, amount: 764308704uqck}; {length: 2592000, amount: 764308704uqck}; {length: 2678400, amount: 764308705uqck}"
Periodic,quick16alhdngxt2hyw4m32yxmtcntkalpxcy49zx9h0,15173637827uqck,,11801000002uqck,1718496000,1671195600,"{length: 7729200, amount: 2528939637uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2592000, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2592000, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2592000, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2592000, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2505600, amount: 842979879uqck}; {length: 2678400, amount: 842979879uqck}; {length: 2592000, amount: 842979879uqck}; {length: 2678400, amount: 842979884uqck}"
Periodic,quick167zs40v8xt0ncqtta3gt436l689akaezrwfmsu,468901045uqck,21200078uqck,364700813uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick16lwjkssasx43j0gxh9w5h6dw9ak4tclcq405vw,9950080182uqck,,7186000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1658346696uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2592000, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2592000, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2592000, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2592000, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2505600, amount: 552782232uqck}; {length: 2678400, amount: 552782232uqck}; {length: 2592000, amount: 552782232uqck}; {length: 2678400, amount: 552782238uqck}"
Periodic,quick16lhcvclfgnxr2aj923qc43daq2qyrhc2cywp9s,48192771084uqck,999958uqck,48192771084uqck,1765843200,1671195600,"{length: 15678000, amount: 8032128514uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2505600, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2419200, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688085uqck}; {length: 2678400, amount: 1338688085uqck}; {length: 2592000, amount: 1338688105uqck}"
Periodic,quick16laaj8c3w5ywdlptcwff68lumnl3uvsj2tdare,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
